-0.040131666	-0.0029360652	-0.024732042	-0.028555108	0.047483552	0.034298982	-0.027066255	-0.0046340823	-0.029349387	0.0064641237	-0.007786773	0.00824634	-0.029305613	-0.026127934	0.014174808	-0.014160514
-0.044781636	1.0364279	-0.029912114	-0.047503877	0.6668807	-0.03396193	0.67878443	-0.03205185	-0.03097924	-0.019355094	0.8280183	-0.007089533	-0.04236969	1.0288551	-0.031622685	-0.020311475
1.0448025	-0.009534061	1.0272914	-0.040012278	-0.003372658	-0.031598985	1.0372771	-0.0140611045	-0.007782139	1.046456	-0.03302542	-0.033055328	0.7958863	0.44044596	0.8170826	-0.017277516
-0.005948197	-0.042770017	-0.036040377	-0.038170457	-0.024820495	-0.004571356	-0.044196058	0.76442677	-0.03001262	-0.016575634	1.0443767	-0.018892134	-0.013806701	0.82210934	1.048145	-0.019713152
-0.02164507	-0.027304828	1.047531	1.0455096	0.8775042	1.035129	1.0377262	-0.03372486	-0.021527434	1.0453405	1.0423899	-0.025926221	-0.023519242	-0.032595992	-0.031761456	1.0430357
0.8336025	-0.0026922822	-0.015192546	1.0417916	-0.04424907	-0.005520355	1.0388765	0.722132	1.0411531	-0.029252721	-0.013633251	1.0460881	-0.008159958	-0.030843973	-0.0144692175	0.83884364
1.045597	-0.04544413	1.0478972	-0.034637414	-0.046703674	0.83214206	-0.0062882192	0.87683976	-0.019276714	1.0446252	0.37919873	-0.0024092197	-0.024659514	-0.04953892	1.04782	0.38609388
-0.005712472	-0.01214055	-0.02796849	-0.0052577965	-0.03459432	1.0396558	-0.0015877374	-0.0054710135	-0.016683519	-0.009037934	-0.022424519	-0.023843741	-0.0136597045	-0.00088664144	-0.027321994	1.0390756
1.0440484	0.35396728	0.6013075	1.0434772	1.0389472	-0.02815932	1.0406224	-0.02813921	1.0466539	1.0431191	-0.019728972	1.0361447	1.0344687	-0.022401571	-0.024572922	-0.04592817
-0.026510596	-0.03239856	-0.008101117	-0.04455304	0.76386017	-0.027277494	-0.04412855	-0.0045418516	-0.0012112632	1.0414006	-0.024520708	0.5496182	0.7323422	0.7034666	-0.008051276	-0.032119714
1.0436368	0.504278	1.0484782	1.0424298	0.7877437	-0.012078512	-0.03999164	1.0444461	-0.018957233	0.8472237	-0.038903654	1.0425242	-0.026960004	1.0439141	0.46077192	-0.012933623
